#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
26.00 , 26.69 , 10.69 , 5, ON
26.00 , 26.49 , 10.49 , 5, ON
26.00 , 26.28 , 10.28 , 5, ON
26.00 , 26.08 , 10.08 , 5, ON
26.00 , 25.87 , 9.87 , 5, ON
26.00 , 25.65 , 9.65 , 5, ON
26.00 , 25.44 , 9.44 , 5, ON
26.00 , 25.23 , 9.23 , 5, ON
26.00 , 25.03 , 9.03 , 5, ON
26.00 , 24.82 , 8.82 , 5, ON
26.00 , 24.64 , 8.64 , 5, ON
26.00 , 24.44 , 8.44 , 5, ON
26.00 , 24.3 , 8.23 , 5, ON
26.00 , 24.03 , 8.03 , 5, ON
26.00 , 23.82 , 7.82 , 5, ON
26.00 , 23.65 , 7.65 , 5, ON
26.00 , 23.43 , 7.43 , 5, ON
26.00 , 23.30 , 7.30 , 5, ON
26.00 , 23.13 , 7.13 , 5, ON
26.00 , 22.98 , 6.98 , 5, ON
26.00 , 22.82 , 6.82 , 5, ON
26.00 , 22.63 , 6.63 , 5, ON
26.00 , 22.47 , 6.47 , 5, ON
26.00 , 22.31 , 6.31 , 5, ON
26.00 , 22.18 , 6.18 , 5, ON
26.00 , 22.06 , 6.06 , 5, ON
26.00 , 21.93 , 5.93 , 5, ON
26.00 , 21.83 , 5.83 , 5, ON
26.00 , 21.67 , 5.67 , 5, ON
26.00 , 21.53 , 5.53 , 5, ON
26.00 , 21.42 , 5.42 , 5, ON
26.00 , 21.31 , 5.31 , 5, ON
26.00 , 21.22 , 5.22 , 5, ON
26.00 , 21.13 , 5.13 , 5, ON
26.00 , 21.03 , 5.03 , 5, ON
26.00 , 20.95 , 4.95 , 5, ON
26.00 , 20.86 , 4.86 , 5, ON
26.00 , 20.81 , 4.81 , 5, ON
26.00 , 20.75 , 4.75 , 5, ON
26.00 , 20.67 , 4.67 , 5, ON
26.00 , 20.61 , 4.61 , 5, ON
26.00 , 20.56 , 4.56 , 5, ON
26.00 , 20.49 , 4.49 , 5, ON
26.00 , 20.43 , 4.43 , 5, ON
26.00 , 20.35 , 4.35 , 5, ON
26.00 , 20.30 , 4.30 , 5, ON
