#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
26.00 , 17.70 , 1.70 , 5, ON
26.00 , 17.61 , 1.61 , 5, ON
26.00 , 17.51 , 1.51 , 5, ON
26.00 , 17.43 , 1.43 , 5, ON
26.00 , 17.34 , 1.34 , 5, ON
26.00 , 17.24 , 1.24 , 5, ON
26.00 , 17.16 , 1.16 , 5, ON
26.00 , 17.11 , 1.11 , 5, ON
26.00 , 17.03 , 1.03 , 5, ON
26.00 , 16.96 , 0.96 , 5, ON
26.00 , 16.90 , 0.90 , 5, ON
26.00 , 16.83 , 0.83 , 5, ON
26.00 , 16.81 , 0.81 , 5, ON
26.00 , 16.75 , 0.75 , 5, ON
26.00 , 16.69 , 0.69 , 5, ON
26.00 , 16.64 , 0.64 , 5, ON
26.00 , 16.61 , 0.61 , 5, ON
26.00 , 16.55 , 0.55 , 5, ON
26.00 , 16.52 , 0.52 , 5, ON
26.00 , 16.47 , 0.47 , 5, ON
26.00 , 16.43 , 0.43 , 5, ON
26.00 , 16.41 , 0.41 , 5, ON
26.00 , 16.36 , 0.36 , 5, ON
26.00 , 16.33 , 0.33 , 5, ON
26.00 , 16.28 , 0.28 , 5, ON
26.00 , 16.26 , 0.26 , 5, ON
26.00 , 16.23 , 0.23 , 5, ON
26.00 , 16.18 , 0.18 , 5, ON
26.00 , 16.17 , 0.17 , 5, ON
26.00 , 16.15 , 0.15 , 5, ON
26.00 , 16.13 , 0.13 , 5, ON
26.00 , 16.10 , 0.10 , 5, ON
26.00 , 16.08 , 0.08 , 5, ON
26.00 , 16.07 , 0.07 , 5, ON
26.00 , 16.04 , 0.04 , 5, ON
26.00 , 16.02 , 0.02 , 5, ON
26.00 , 16.03 , 0.03 , 5, ON
26.00 , 16.01 , 0.01 , 5, ON
26.00 , 15.99 , -0.01 , 0, OFF
26.00 , 15.10 , -0.90 , 0, OFF
26.00 , 15.22 , -0.78 , 0, OFF
26.00 , 15.47 , -0.53 , 0, OFF
26.00 , 15.79 , -0.21 , 0, OFF
26.00 , 16.17 , 0.17 , 5, ON
26.00 , 17.44 , 1.44 , 5, ON
26.00 , 17.72 , 1.72 , 5, ON
26.00 , 17.87 , 1.87 , 5, ON
26.00 , 17.97 , 1.97 , 5, ON
26.00 , 18.00 , 2.00 , 5, ON
26.00 , 18.02 , 2.02 , 5, ON
26.00 , 18.03 , 2.03 , 5, ON
26.00 , 18.00 , 2.00 , 5, ON
26.00 , 17.95 , 1.95 , 5, ON
26.00 , 17.92 , 1.92 , 5, ON
26.00 , 17.87 , 1.87 , 5, ON
26.00 , 17.80 , 1.80 , 5, ON
26.00 , 17.73 , 1.73 , 5, ON
26.00 , 17.69 , 1.69 , 5, ON
26.00 , 17.64 , 1.64 , 5, ON
26.00 , 17.54 , 1.54 , 5, ON
26.00 , 17.47 , 1.47 , 5, ON
26.00 , 17.38 , 1.38 , 5, ON
